identifier,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,zero_crossing_rate,spectral_rolloff,spectral_centroid,rms
V247RjX91RY4fxtgfeWjvBhg89s2,-354.65906,123.91948,-4.3828564,22.497034,10.616342,-12.396568,11.850206,9.536515,4.9325895,-0.11011695,-15.562056,0.5360767,7.090718,0.55204195,0.5729076,0.5811037,0.5069947,0.48934814,0.4876157,0.41051883,0.35365012,0.37006822,0.46150535,0.6008579,0.5898125,21.88886658014646,12.221325117458946,12.696864994812877,16.312341317488013,18.21959254585683,19.508728657894306,30.257704394960513,0.037440062830687834,2921.316964285714,1626.6545720723057,0.1116793
g6L8s5Dtq8eIYUTeRWHq0Q7w5L32,-414.29813,112.258575,-40.358166,-6.7743936,-17.522036,-19.406717,3.591007,-18.488338,-16.190813,-2.7664618,-6.9654965,4.798095,-4.884755,0.43113568,0.35673028,0.36626962,0.41208044,0.33244622,0.30039454,0.34075245,0.4825991,0.5250511,0.48497453,0.49415776,0.4832164,18.195726965560855,10.245763299042371,13.566790449062346,15.906694934529257,21.052540034383515,18.849629097857104,25.110063180222507,0.07121527777777778,6422.395833333333,3285.5179671050255,0.044475727
Eoyf44CUffgVCPPjJJkopEyAO7k2,-397.16263,70.999344,-48.33857,1.8893857,9.726404,-13.650458,3.231978,-5.27322,-9.910822,-1.1063943,-11.700727,-8.117938,-1.6180168,0.5122353,0.64153856,0.6055632,0.50700563,0.40708205,0.3893079,0.38420862,0.32914287,0.30252323,0.35157946,0.43402392,0.43097433,15.43605844249887,9.780799809706787,11.44796431902662,13.667521223795449,17.43209737542792,17.494491852700538,26.790766504312423,0.08364328872141372,8097.193347193347,4033.708787656296,0.06423963
VrBIdIVnQkPbR9D2Gi7WCb17ST62,-381.9152,82.79819,-27.938324,26.835346,-4.793504,-11.738392,27.423191,-12.922562,-9.649677,13.646014,-16.062263,1.3032885,15.202687,0.36998683,0.3787585,0.3744386,0.36523435,0.571795,0.60318106,0.57962185,0.5656645,0.55184036,0.48718894,0.43207067,0.40128723,13.529979691637218,8.495900329939591,12.642057168764046,14.656722459518322,17.05366512072779,21.067770977231874,38.142339332652085,0.12387917258522728,6360.182076446281,3749.61427203488,0.06737432
aGEXEhp3mbUandZBtCuEooDQrK53,-402.6376,101.7272,-46.29749,-3.6143656,10.090352,-12.601305,-5.905844,-19.165106,-16.878185,-6.224357,-15.743287,-7.990528,-8.678308,0.47268873,0.4887539,0.44198316,0.3359476,0.2681481,0.30403683,0.34689283,0.3949142,0.53531224,0.4947938,0.3864564,0.41142035,19.73641616386241,11.608423311127188,13.183468524408145,13.89462600033613,16.852205451019724,19.467219585735798,30.266145227400013,0.06645350302419355,4112.903225806452,2302.555674041476,0.044910554
tFFUbYL9nSNEyaBK3w9UAtATcgO2,-442.462,81.835495,-15.514729,12.273746,-2.1195111,-14.5348835,8.459241,-6.5564904,-7.8335433,1.3039976,-12.819674,-4.1545887,1.8541534,0.32970205,0.34456512,0.3519325,0.34847957,0.36062473,0.40423456,0.4353238,0.4563222,0.4887701,0.40588427,0.33397856,0.31923097,14.665230378528042,8.23119744696319,10.935849546370303,12.750266795328042,15.462692209145706,15.601199475550414,26.619201847843563,0.07152123034381663,5380.3804637526655,3057.030714103834,0.05791202
hRB1GYdlKAgCnwg4xFzAUE3SiUG2,-355.17316,110.18007,-51.331554,-4.472917,11.110097,-21.646587,3.2393377,1.9571154,-18.098015,-5.474971,-6.966979,-10.631215,-1.7982256,0.45104715,0.41266644,0.42084616,0.5332914,0.56423193,0.42646897,0.40203384,0.4160894,0.48317236,0.4998346,0.46432975,0.5184609,24.09025574755928,9.535857287652233,12.13356098471719,14.543635754512625,17.757285679478485,19.17625476818803,30.542628430765916,0.08699338244989452,4383.208069620253,2508.1744238992223,0.057631336
6MmSmB1lmmOiyKNNA0p7IuVe3CA3,-407.9851,101.7418,-7.830462,19.884605,-10.533325,-21.943666,16.64734,-10.015333,-20.223759,-0.2765811,-14.365839,-6.551985,4.194172,0.42174715,0.4014086,0.38653016,0.43192473,0.45503372,0.4477332,0.50301623,0.4017205,0.37686557,0.44226754,0.46167684,0.4506466,23.98011851485736,11.313794432692553,13.870400914180813,16.987716413635834,22.10590405009044,20.7808350365642,32.41605336888781,0.08726612383349705,4780.467215127702,2672.42687314235,0.031238694
9D1go0wkvuPkFebFk4uQQpcBuZw1,-280.1589,94.41416,-24.724754,-2.044789,-1.553533,-0.39789742,-14.288546,-1.4957473,-3.967642,-9.929077,-17.853384,-6.0465975,-2.5862174,0.31584775,0.37762806,0.41197625,0.49785984,0.51063806,0.5209992,0.3996461,0.33465013,0.3013173,0.3170296,0.341011,0.27930087,15.992493476765283,9.148831714783752,13.14846895266704,17.109861107833932,19.18547491103863,22.509333016468535,25.433605976028403,0.07811475633741259,5596.80944055944,3183.837457443293,0.120899886
O2axQgHDogQ1mORlKYAGiPTiHvB3,-465.65945,78.50093,-49.59179,7.3179197,11.617168,-16.341213,3.5226789,-7.6006293,-13.427141,1.4780763,-4.763426,-0.6318175,2.6259606,0.42230946,0.3618867,0.380624,0.38130248,0.36559966,0.36348504,0.4463936,0.5198712,0.4596328,0.3857553,0.3782308,0.4297783,13.237839057315526,7.933796089996608,10.730536512685905,14.170890048035,15.241585604673926,16.308580963782536,27.677296325377757,0.08569142175099206,4931.640625,2849.236147554526,0.027624995
wawUd75qJgXdQz6qxRATEzuKvMn1,-387.0479,58.6045,-13.312731,15.520486,-0.22615476,-10.889019,16.308887,-0.99292535,-13.482349,2.6474466,-1.525266,-5.164407,-1.2847443,0.5091023,0.56041217,0.52120596,0.5145947,0.4950054,0.45901564,0.41864267,0.4176869,0.48209134,0.52259135,0.5018145,0.48567975,15.78302523612977,10.004362846534962,11.262222261473653,13.149957357636804,18.033512015970377,17.421997440904523,27.261685505164117,0.06912423972315436,7597.273489932886,3947.668557237029,0.071074285
n4t5cgNQKXO3F8KP55vWOgYWcXC3,-406.7193,74.45113,-31.069231,17.37345,-6.524959,-18.523146,20.486746,-7.710961,-17.573708,2.7520235,-9.528617,-1.9303774,6.335282,0.4385543,0.4037075,0.41924462,0.4673361,0.57710296,0.65886194,0.62979746,0.49014655,0.4024989,0.4442297,0.46600723,0.48580235,17.51880864214255,8.866788726637129,11.424964462809598,14.130605483191092,17.6243053420182,17.38797121146219,32.44409477855173,0.11756226937269372,6892.4411900369005,3829.2875481281153,0.053602543
CAf8ILsDpQMeTPPLwi7nFlgRT2t1,-410.80096,88.460655,-39.02054,-2.7847219,-1.7707897,-13.268764,8.909778,-6.261294,-9.242864,-0.4765117,-14.756273,-5.1297784,5.497099,0.32721728,0.37264565,0.42473292,0.45732304,0.47678238,0.50365144,0.45921525,0.42610008,0.37353683,0.3131679,0.29074305,0.2875337,17.79681823828574,9.606800100046124,11.094008637152903,13.198022602332882,15.295433610580046,16.44531313823667,26.592716313812673,0.044710783979257644,5307.826146288209,2795.3297898892615,0.08194629
l8qDG3sN6tczDZGHbgPje0suopx1,-466.12183,72.97527,-16.520605,17.37817,8.304088,-6.7327924,14.929203,-4.3411613,-14.824348,0.55946547,-6.817159,-5.394974,0.8147732,0.4256286,0.3395931,0.32886592,0.3384425,0.3623049,0.4106414,0.4801761,0.5076435,0.50578976,0.48000285,0.45916706,0.47883725,16.462438067525483,9.397216276925652,11.665965377556503,12.783249808052126,15.614740055819706,14.870838101702688,26.526991788069694,0.04217888327205882,5532.71484375,2761.837848668401,0.035680912
U7UmNZmqS6OWTiDkM7IfqkDRrae2,-336.3849,126.6279,-22.500027,18.271997,18.433945,-0.7186709,21.985249,-1.220316,-14.951497,-1.142597,-10.789775,-6.011467,1.9782279,0.4672918,0.45637488,0.52767485,0.5772934,0.5451363,0.56041884,0.571234,0.5426959,0.51462674,0.5478812,0.5289887,0.47490594,15.533750089684048,9.025993193963286,12.284073451280985,15.778441406884026,18.888611632768242,18.63583122051935,35.119502186933516,0.052330181323385516,3510.6256115459882,1908.845974539004,0.099761456
G3iIP9QRHPTItOsK6lpEMd6IQKw1,-434.88885,62.05291,-22.937435,-4.7517004,-3.5546653,-10.47613,2.4505894,-7.446661,-12.440793,-9.248738,-12.904448,0.85458493,7.6463876,0.3942762,0.45257798,0.50062513,0.45248622,0.4091379,0.48225525,0.5678285,0.51973593,0.44016233,0.41790906,0.41526636,0.39820027,13.615467598231394,9.080615456007427,11.991689878344182,14.460129834036147,15.928158548186476,16.015026703472465,24.79511271400393,0.03809344951923077,6894.0504807692305,3321.4134870478056,0.061160788
jRjAYMmAQee5uVm5fU8yVnpuvs33,-371.70706,98.35881,-5.07542,16.407606,-30.147436,-34.56289,5.500394,-11.367716,0.12132153,5.378873,-15.532597,0.053756557,-3.811622,0.3871946,0.33878976,0.3168941,0.30879134,0.32975003,0.3659293,0.38549414,0.46183613,0.51708114,0.48025534,0.48844934,0.44141966,16.504528522070576,8.895929662222706,11.766261608031602,19.402481291690684,17.412190965133856,22.318466155839804,36.085036823842096,0.10107988180573453,4956.771315741785,2628.09396711949,0.07220603
0zexHIcM7tQDdnFiEj2Eb0v3g212,-349.11185,91.92856,-16.525896,-5.9497414,-6.223473,-1.5983769,1.6204773,-6.4197097,-10.53317,-6.2637405,-9.927549,-7.1668286,-3.0521743,0.5008161,0.5118711,0.5326545,0.5608213,0.5761276,0.62702614,0.63145167,0.58267397,0.5574181,0.5182162,0.4906894,0.48833326,17.816247870252408,8.751859883460492,11.15085608900315,12.743943563437266,17.948180686089295,15.301228661027825,19.57336298869121,0.031100955348782773,6979.371488764045,3445.3196612352067,0.11031824
uMry1yqi5sNoykw7ySJdITMv2yT2,-353.33334,129.66777,-34.68157,-0.29229736,-22.348555,-40.71622,10.889807,0.68344706,-17.105587,-13.573498,-27.869158,-6.7875443,12.819807,0.33949935,0.38202295,0.38213438,0.3627732,0.407438,0.48449022,0.39969513,0.31921497,0.31007412,0.27610996,0.26920685,0.25673476,18.182846720188472,10.795695522582799,13.952160038928476,17.32771996239123,20.2600169233219,18.450235697033694,34.76760704836283,0.05910057357594937,3979.628164556962,2140.359895143733,0.075252466
3VWhvtBFHKMgEKxlXzMYeg5NeBN2,-407.74783,58.490242,22.526667,1.447741,-0.08376333,5.293835,7.5883646,1.4622493,3.0555089,1.1851121,1.7754468,-1.8077686,2.5580788,0.54771775,0.5085197,0.41534668,0.4244494,0.45205048,0.47778293,0.55586857,0.55827206,0.5273452,0.5266057,0.5564465,0.5525567,10.105111283666352,9.18663720599551,12.786645091760741,14.299961077166913,17.531721207058247,15.671214336632906,15.975708905738125,0.19484731746879105,19492.57761169514,8656.976610032118,0.030380871
xyDgyXrDoyXu5CFqcNe20LRjYqg1,-380.93793,74.814735,-25.876118,2.4737477,6.7825933,-4.498157,3.0781138,-11.245912,-11.856245,-5.579336,-9.841022,0.36026105,-1.8001384,0.40534472,0.3315031,0.27990294,0.25973353,0.27289164,0.30478862,0.3214309,0.31735885,0.31715214,0.3434408,0.33652624,0.357089,15.751801627327467,9.560775885132319,11.605227892656044,12.790915008566827,15.548440952407587,16.577643693654117,25.27508692135312,0.05071085705091533,3592.4270594965674,2100.745771804688,0.07855969
FLhjsgqrgQMKwNt5iEryxG5sDlW2,-324.6125,56.309315,3.9188588,-1.7725873,3.4813006,-4.330475,1.3719388,0.58031243,-20.53033,-3.3864408,-17.205406,-1.6241761,-10.07025,0.37762922,0.42273125,0.40066615,0.36380425,0.35834935,0.45784414,0.43543646,0.36507618,0.3734413,0.41675597,0.46664584,0.4119546,19.719249981828295,10.423770897489177,14.82736922497352,15.015995976486451,17.13689064057239,20.675984736371454,26.607205899801233,0.09362467113706366,10888.637785549281,5030.525099082751,0.0816921
